LikeID,UserID,PostID,DateLiked
103,1,1031,2019-11-21 12:23:11
104,48,101571,2020-01-12 13:31:09
105,34,70313,2017-06-01 00:27:37
106,38,79504,2019-01-09 19:41:44
107,13,27352,2019-09-08 14:14:29
108,46,96280,2015-11-22 23:10:47
109,35,72129,2019-10-27 07:23:08
110,38,81057,2017-04-27 21:16:53
111,23,46882,2019-12-15 02:26:49
112,38,80148,2018-02-16 19:09:41
113,47,98855,2017-06-17 03:09:03
114,35,73628,2018-11-23 23:46:09
115,4,8334,2014-12-04 20:19:47
116,21,43615,2020-01-01 23:00:06
117,3,6617,2019-02-22 06:35:52
118,9,19452,2017-01-09 12:56:00
119,30,62339,2018-06-18 10:25:29
120,27,57367,2017-03-28 14:18:51
121,47,98567,2018-03-10 06:26:30
122,16,33560,2017-11-09 00:58:03
123,47,99382,2017-02-14 15:38:20
124,14,29381,2018-10-04 05:05:55
125,37,76085,2019-12-01 02:34:24
126,4,10049,2011-05-02 20:12:58
127,38,80788,2017-07-07 23:48:26
128,23,47970,2019-10-17 14:43:11
129,40,84162,2016-10-19 15:09:17
130,3,6645,2019-02-19 18:46:17
131,35,72523,2019-08-31 04:07:12
132,48,100910,2020-01-16 14:20:06
133,17,34777,2018-09-28 16:46:55
134,15,31932,2020-01-17 14:12:06
135,23,46627,2019-12-30 00:53:48
136,26,54205,2016-11-24 22:46:32
137,45,94695,2014-07-11 21:20:21
138,37,78943,2010-02-12 18:46:50
139,20,41885,2018-02-22 22:39:02
140,4,9387,2013-02-14 20:42:32
141,47,99240,2017-04-16 09:54:51
142,41,88152,2017-06-18 08:16:14
143,17,35631,2018-04-24 21:42:08
144,18,37274,2019-04-24 19:36:31
145,42,90226,2019-08-14 08:29:53
146,28,58885,2016-10-23 05:38:53
147,16,33339,2019-09-02 17:55:23
148,3,7235,2018-12-14 01:07:59
149,28,59835,2014-05-03 01:37:04
150,23,47398,2019-11-16 18:50:40
151,50,105268,2016-01-09 12:09:08
152,3,7044,2019-01-21 20:08:48
153,8,17138,2018-11-14 14:49:25
154,6,13928,2017-12-04 18:56:47
155,37,78476,2012-10-16 21:15:41
156,6,12955,2019-07-02 12:38:50
157,22,45397,2016-09-04 15:38:52
158,1,775,2019-12-04 18:55:08
159,33,68972,2019-11-02 21:09:34
160,19,40230,2015-04-24 21:59:01
161,28,58419,2018-03-06 16:23:12
162,15,31884,2020-01-22 06:48:31
163,35,72751,2019-06-26 16:58:22
164,3,6772,2019-02-11 08:49:56
165,20,41952,2018-01-26 01:13:23
166,49,103944,2019-08-03 01:06:20
167,12,25124,2018-03-10 11:02:25
168,34,70319,2017-05-25 12:12:43
169,7,15368,2019-02-21 16:56:57
170,48,101637,2020-01-11 22:41:03
171,23,46397,2020-01-13 01:01:55
172,19,39674,2016-05-19 00:44:39
173,40,83911,2019-09-09 16:00:11
174,38,80703,2017-08-05 17:47:01
175,47,99029,2017-05-21 02:46:28
176,40,84734,2016-03-23 20:48:00
177,29,60896,2017-11-28 17:21:41
178,1,1102,2019-11-15 10:08:37
179,37,77145,2016-05-25 06:32:00
180,1,2356,2019-08-30 20:55:06
181,8,17980,2018-02-22 16:25:15
182,10,22703,2016-05-27 17:50:37
183,23,48415,2019-09-15 21:52:14
184,47,97452,2019-06-12 22:25:05
185,5,12450,2012-07-02 07:08:38
186,13,26619,2019-11-21 08:34:38
187,17,33885,2019-06-07 01:57:17
188,47,97725,2019-04-01 03:40:50
189,35,73342,2019-02-03 23:49:06
190,37,78797,2011-02-13 00:23:27
191,38,81115,2017-04-13 14:30:19
192,19,40356,2015-01-30 23:28:26
193,33,67868,2019-12-30 03:00:26
194,40,85944,2015-04-16 18:24:35
195,7,15223,2019-08-19 15:07:25
196,32,67328,2017-11-08 22:32:51
197,35,72297,2019-10-03 15:25:05
198,35,72669,2019-07-19 00:25:23
199,46,95938,2016-04-30 06:41:03
200,8,17773,2018-04-10 08:44:37
201,46,95863,2016-06-16 18:36:30
202,10,23184,2013-08-23 17:26:25
203,2,2858,2020-01-19 15:22:30
204,1,753,2019-12-06 16:27:31
205,26,53404,2019-02-07 00:44:58
206,23,46221,2020-01-22 18:09:18
207,24,49498,2019-11-04 12:00:00
208,14,31343,2013-06-13 03:45:37
209,24,50142,2019-09-01 17:52:30
210,1,2377,2019-08-29 17:46:14
211,26,53750,2018-02-01 15:59:47
212,32,66205,2018-11-17 03:17:49
213,13,27737,2019-07-07 07:22:21
214,2,4726,2019-07-16 15:38:22
215,48,101927,2020-01-09 23:11:35
216,32,66653,2018-07-30 02:30:43
217,34,70018,2018-06-27 23:04:48
218,32,66388,2018-08-30 01:11:03
219,11,23920,2012-03-20 11:10:23
220,27,56154,2018-09-28 12:10:21
221,27,56091,2018-10-29 18:56:16
222,12,25162,2017-12-18 05:46:30
223,13,27285,2019-09-17 10:42:24
224,11,23392,2016-04-29 03:16:54
225,13,28185,2019-05-16 14:11:42
226,15,32541,2019-11-21 13:16:48
227,42,90900,2018-08-12 13:39:57
228,45,93986,2016-08-27 18:41:36
229,32,65757,2019-06-01 19:18:21
230,17,35222,2018-07-09 22:56:59
231,26,53213,2019-08-21 02:28:32
232,35,72632,2019-07-27 15:28:42
233,5,10625,2018-02-28 16:15:54
234,15,32861,2019-10-28 21:22:32
235,5,12342,2012-09-22 19:35:30
236,24,51506,2019-03-30 20:00:00
237,34,70855,2015-07-12 19:54:19
238,48,100738,2020-01-17 14:09:41
239,22,45991,2015-03-01 16:33:22
240,48,102103,2020-01-08 19:58:02
241,1,1862,2019-10-01 19:30:22
242,14,31618,2013-04-05 09:07:09
243,10,22784,2016-03-09 02:04:37
244,32,66469,2018-08-20 01:59:49
245,50,106371,2011-01-04 08:25:47
246,28,58982,2015-11-02 15:07:44
247,39,82439,2016-05-27 16:32:12
248,11,23547,2013-10-11 22:36:49
249,4,10183,2011-02-03 06:28:04
250,38,79773,2018-08-28 00:07:41
251,40,86157,2015-02-12 23:27:05
252,25,52045,2019-01-17 14:00:00
253,24,51126,2019-05-10 18:00:01
254,14,31059,2013-08-23 00:11:23
255,42,90911,2018-08-10 05:31:36
256,8,18542,2017-10-15 15:17:35
257,39,82699,2015-08-24 03:45:31
258,19,38580,2019-10-23 16:12:40
259,41,89597,2016-10-11 06:25:13
260,3,7379,2018-11-30 17:57:07
261,37,78361,2013-03-12 19:46:44
262,14,30273,2014-08-17 07:13:08
263,38,80371,2017-11-21 19:28:19
264,4,9402,2013-01-19 01:38:49
265,50,105910,2013-02-27 11:48:07
266,25,52947,2017-12-21 19:18:30
267,23,47801,2019-10-26 18:44:19
268,9,20539,2013-09-15 15:29:05
269,37,77041,2016-10-06 13:32:31
270,42,90390,2019-04-02 11:15:14
271,5,10356,2019-03-02 02:36:29
272,39,81828,2019-07-05 18:14:19
273,42,90927,2018-08-10 05:11:15
274,38,80126,2018-02-28 23:00:45
275,37,78746,2011-10-06 00:37:29
276,1,247,2020-01-08 22:12:30
277,1,1058,2019-11-19 04:00:59
278,19,38624,2019-05-23 00:12:33
279,35,73399,2019-01-26 06:06:20
280,18,38027,2019-01-29 21:29:46
281,3,7443,2018-11-29 16:45:16
282,15,32181,2019-12-21 03:02:54
283,32,65731,2019-06-10 16:50:58
284,29,61262,2017-03-24 16:02:25
285,39,82788,2015-02-09 16:14:02
286,9,18747,2019-10-13 12:17:00
287,27,57107,2017-08-10 11:32:25
288,4,9463,2012-10-31 00:57:34
289,14,30556,2014-05-29 21:00:40
290,28,58777,2017-05-27 17:00:02
291,24,49107,2019-12-08 14:00:01
292,5,10816,2017-09-16 17:22:00
293,47,97894,2019-03-18 03:18:44
294,38,80918,2017-06-05 15:51:47
295,25,52602,2018-03-08 22:30:06
296,35,71679,2020-01-15 14:34:30
297,2,4675,2019-07-20 22:31:33
298,23,47059,2019-12-04 13:30:53
299,5,11757,2013-10-16 22:43:33
300,37,77074,2016-08-22 21:00:47
301,13,28392,2019-05-02 09:18:55
302,13,27856,2019-06-21 14:19:26
303,11,24454,2010-07-24 22:53:13
304,38,81443,2017-01-20 17:35:03
305,48,102608,2020-01-05 09:01:03
306,47,98866,2017-06-15 18:29:07
307,48,102232,2020-01-07 21:05:33
308,9,19956,2015-03-13 15:07:34
309,28,58547,2017-12-10 23:11:37
310,42,90240,2019-08-10 16:24:01
311,19,39092,2017-07-27 22:39:01
312,43,91770,2019-08-31 19:36:00
313,3,7067,2019-01-19 00:01:49
314,32,66882,2018-07-11 02:49:13
315,12,25860,2015-06-08 06:15:01
316,20,40627,2020-01-12 00:12:54
317,39,82245,2017-03-02 21:08:42
318,3,6775,2019-02-11 01:53:40
319,47,98524,2018-03-13 00:13:31
320,49,103088,2019-12-08 10:32:00
321,47,97467,2019-06-04 06:41:29
322,40,86394,2014-12-16 01:00:45
323,33,68353,2019-12-03 04:35:30
324,34,70026,2018-06-21 18:56:04
325,17,33821,2019-07-07 04:23:14
326,37,77862,2014-06-04 21:37:51
327,41,88020,2017-07-27 10:37:56
328,29,60251,2018-11-16 21:42:48
329,7,15547,2018-07-05 10:48:12
330,15,32402,2019-12-07 00:28:48
331,26,53660,2018-07-24 21:14:02
332,41,88341,2017-03-13 13:08:25
333,17,34739,2018-09-30 03:53:56
334,25,52338,2018-06-21 23:00:05
335,6,14040,2017-11-04 16:35:07
336,37,76270,2019-04-04 21:27:38
337,33,69241,2019-10-22 01:51:02
338,48,100911,2020-01-16 14:13:34
339,27,57825,2016-07-29 01:49:05
340,37,78753,2011-09-21 18:34:39
341,48,99840,2020-01-22 21:30:04
342,24,50274,2019-08-17 16:05:41
343,3,6467,2019-03-28 01:23:08
344,39,82641,2015-11-21 23:57:25
345,4,8457,2014-10-03 21:22:39
346,25,51711,2019-10-10 21:01:13
347,42,90090,2019-09-09 16:54:58
348,29,61657,2016-02-18 05:12:20
349,30,63157,2013-05-22 08:04:45
350,31,63855,2017-10-12 21:01:08
351,24,50362,2019-08-08 15:00:01
352,21,44327,2019-12-22 19:40:03
353,27,55568,2019-08-05 16:35:08
354,2,5280,2019-05-29 07:21:35
355,40,85169,2015-11-09 21:40:23
356,23,46959,2019-12-09 14:00:38
357,47,98040,2019-02-15 10:07:42
358,22,45193,2017-03-28 18:12:44
359,20,41704,2018-11-02 21:05:01
360,27,55947,2019-01-07 20:57:10
361,27,57029,2017-09-22 22:38:42
362,43,92378,2019-04-10 20:08:30
363,19,38960,2017-10-25 17:32:57
364,20,41616,2019-02-14 22:15:51
365,23,47324,2019-11-20 01:14:00
366,6,13604,2018-11-14 06:10:35
367,10,22756,2016-04-15 14:57:59
368,36,75796,2012-03-23 00:29:57
369,23,47527,2019-11-09 21:14:54
370,38,81742,2016-11-13 17:36:32
371,39,83614,2013-01-13 00:55:59
372,34,70021,2018-06-25 14:08:26
373,26,53363,2019-03-27 15:33:27
374,19,38945,2017-11-01 19:58:29
375,39,83719,2012-09-19 01:07:40
376,38,80119,2018-03-03 01:14:27
377,13,28790,2019-04-05 08:47:07
378,42,89687,2020-01-15 08:30:46
379,9,18974,2018-09-01 22:15:53
380,19,38610,2019-07-15 21:59:21
381,39,83300,2013-09-11 19:09:43
382,4,9035,2013-08-31 21:34:11
383,26,53468,2018-12-22 20:59:48
384,47,99535,2016-11-08 18:24:35
385,26,55151,2014-01-23 02:38:00
386,10,22755,2016-04-15 21:06:09
387,17,34699,2018-10-04 19:19:46
388,42,90483,2019-02-22 05:23:39
389,27,56521,2018-05-02 02:38:05
390,29,61332,2017-01-04 15:45:09
391,41,88609,2017-01-30 15:38:53
392,26,55069,2014-02-26 03:31:23
393,3,6016,2019-10-29 19:34:48
394,29,61751,2015-11-05 15:46:17
395,21,44093,2019-12-26 05:20:05
396,22,45772,2015-10-11 02:59:36
397,18,38084,2019-01-22 21:46:36
398,49,102814,2020-01-20 14:29:47
399,36,74014,2016-01-14 10:12:44
400,1,2230,2019-09-13 09:55:36
401,29,61560,2016-06-02 11:36:39
402,17,34101,2019-04-05 15:44:48
403,13,27747,2019-07-06 03:17:51
404,39,82484,2016-05-12 05:05:42
405,29,61145,2017-05-22 20:53:11
406,38,80940,2017-05-31 00:12:17
407,48,99890,2020-01-22 13:08:44
408,21,42138,2020-01-21 16:00:10
409,39,83499,2013-03-29 19:57:52
410,18,35865,2019-12-24 01:19:45
411,12,26179,2014-01-27 10:10:12
412,14,30277,2014-08-16 17:02:21
413,18,36232,2019-11-01 18:56:25
414,14,30317,2014-07-29 22:15:01
415,41,86705,2019-12-12 09:16:11
416,4,9483,2012-09-17 16:16:33
417,19,39083,2017-08-03 03:40:14
418,2,4213,2019-09-01 11:11:00
419,49,103279,2019-11-12 00:10:07
420,8,16385,2019-10-31 13:21:49
421,17,34888,2018-09-14 13:55:47
422,19,39418,2016-10-25 17:08:51
423,11,23689,2013-03-13 02:28:03
424,29,60673,2018-06-29 19:43:46
425,41,88922,2017-01-27 06:34:39
426,13,28515,2019-04-22 13:54:33
427,17,35430,2018-05-20 15:46:12
428,33,69393,2019-10-13 23:17:54
429,4,8725,2014-02-25 16:19:38
430,50,104860,2017-12-22 17:00:56
431,6,13328,2019-02-21 19:24:02
432,24,49558,2019-10-30 20:22:07
433,3,6611,2019-02-22 22:35:19
434,42,90526,2019-02-21 08:43:25
435,37,78442,2012-12-05 02:01:26
436,40,85305,2015-09-24 16:45:07
437,15,32134,2019-12-26 13:21:06
438,8,16908,2019-02-18 22:00:37
439,31,63970,2017-04-29 21:44:59
440,4,9753,2011-11-15 21:38:32
441,18,35976,2019-12-11 01:14:07
442,35,72269,2019-10-09 03:57:39
443,6,14192,2017-09-25 18:33:36
444,37,77646,2015-01-24 16:00:49
445,21,44201,2019-12-24 13:00:14
446,50,104801,2018-03-22 20:47:21
447,4,8961,2013-10-13 05:26:12
448,5,10251,2019-09-12 17:58:35
449,13,27244,2019-09-17 15:00:55
450,14,29883,2015-07-02 15:56:59
451,30,62777,2016-06-26 06:25:47
452,27,57471,2017-02-23 13:10:43
453,17,35595,2018-04-28 14:27:06
454,21,44335,2019-12-22 16:40:02
455,8,18508,2017-10-24 19:24:59
456,25,52841,2018-01-22 00:04:55
457,24,49671,2019-10-19 17:06:30
458,2,3849,2019-10-06 17:31:06
459,31,65023,2012-12-24 02:32:37
460,36,75649,2012-06-03 00:30:00
461,17,34112,2019-04-04 17:16:15
462,32,67032,2018-06-20 02:28:35
463,6,13446,2019-01-07 21:23:39
464,17,33592,2020-01-08 21:18:58
465,11,23890,2012-04-08 00:04:02
466,18,37415,2019-04-05 20:36:16
467,2,5291,2019-05-28 21:05:23
468,48,101160,2020-01-15 05:46:05
469,10,22772,2016-03-14 21:11:11
470,21,43212,2020-01-07 14:50:05
471,2,4335,2019-08-22 01:18:23
472,1,2346,2019-08-31 13:44:17
473,50,105416,2015-03-05 16:05:45
474,23,47682,2019-11-01 00:24:49
475,32,66730,2018-07-26 00:37:56
476,9,18945,2018-10-17 17:56:21
477,20,41901,2018-02-20 03:46:09
478,14,30250,2014-08-28 23:13:15
479,35,71866,2019-11-26 23:52:32
480,37,76672,2018-01-10 14:45:14
481,48,101987,2020-01-09 13:00:11
482,9,20639,2013-06-09 18:13:14
483,29,60284,2018-11-02 05:24:42
484,47,99601,2016-10-14 00:25:11
485,15,33141,2019-10-09 14:10:41
486,25,52978,2017-12-18 18:09:51
487,39,82242,2017-03-06 15:00:30
488,34,70743,2015-12-04 17:47:21
489,14,29849,2015-12-02 05:49:33
490,48,101985,2020-01-09 13:20:09
491,10,22081,2018-03-15 07:22:43
492,13,28355,2019-05-05 03:10:26
493,10,22225,2017-10-20 03:14:51
494,17,34191,2019-03-08 16:12:28
495,49,104533,2019-05-05 17:25:54
496,2,4280,2019-08-27 12:23:29
497,17,34891,2018-09-13 17:19:18
498,32,65762,2019-05-27 18:07:01
499,8,16231,2020-01-23 08:07:25
500,49,103701,2019-09-13 23:52:01
501,3,5549,2020-01-08 19:32:49
502,12,25510,2016-06-17 15:09:23
503,6,14558,2016-11-15 01:19:05
504,40,84741,2016-03-19 17:13:57
505,9,20376,2014-03-06 16:30:33
506,9,20689,2013-04-10 16:24:13
507,33,68163,2019-12-14 03:10:58
508,23,47232,2019-11-25 00:31:53
509,28,59650,2014-10-03 01:34:22
510,17,33724,2019-10-30 15:47:29
511,6,12844,2019-09-21 15:49:23
512,10,23308,2013-05-07 23:31:47
513,15,32277,2019-12-15 05:40:36
514,26,53210,2019-08-23 19:56:15
515,46,96094,2016-01-29 18:01:52
516,30,63215,2012-09-06 08:23:20
517,49,103179,2019-11-27 21:00:01
518,27,57830,2016-07-27 21:28:05
519,38,80265,2018-01-03 01:53:25
520,33,68494,2019-11-26 15:06:11
521,26,53747,2018-02-05 03:03:57
522,23,46879,2019-12-15 03:09:56
523,35,72948,2019-05-22 16:04:50
524,49,104241,2019-06-27 19:39:16
525,43,93017,2018-09-15 21:46:10
526,27,56730,2018-03-05 14:22:57
527,27,55802,2019-03-14 13:25:09
528,40,83987,2019-02-14 03:10:37
529,7,15237,2019-07-30 21:48:39
530,26,53596,2018-09-10 17:00:51
531,29,60403,2018-10-07 11:43:46
532,9,19081,2018-03-24 10:45:15
533,28,59470,2014-11-10 16:23:06
534,31,64041,2016-07-23 19:42:38
535,43,92696,2018-12-29 17:58:09
536,36,75366,2012-11-22 13:33:55
537,48,101078,2020-01-15 16:08:14
538,47,99453,2017-02-07 01:47:29
539,12,25371,2017-01-20 11:50:02
540,33,68701,2019-11-16 21:43:20
541,25,51718,2019-10-08 23:52:14
542,29,61082,2017-06-10 13:45:31
543,37,76489,2018-08-11 14:13:00
544,43,93132,2018-08-02 18:31:00
545,28,59808,2014-05-29 11:44:23
546,27,55717,2019-04-25 17:20:09
547,41,87225,2018-09-19 18:44:54
548,38,80773,2017-07-13 00:16:49
549,45,94144,2016-04-28 02:51:05
550,46,96378,2015-11-14 16:44:23
551,2,4183,2019-09-03 14:34:45
552,50,105592,2014-08-10 00:36:14
553,14,30032,2014-12-19 00:10:20
554,24,50224,2019-08-23 18:03:27
555,15,31954,2020-01-15 03:18:03
556,5,12267,2012-11-03 04:10:00
557,2,3579,2019-11-03 03:11:38
558,13,27046,2019-10-02 10:39:20
559,20,41442,2019-04-05 17:50:07
560,17,33796,2019-07-17 12:09:27
561,7,15678,2018-03-06 10:34:16
562,7,16185,2017-06-01 16:04:00
563,48,101917,2020-01-10 00:29:16
564,18,36034,2019-12-03 19:02:24
565,34,70357,2017-03-23 21:39:26
566,9,20608,2013-07-24 22:55:02
567,17,33811,2019-07-09 11:39:50
568,33,69153,2019-10-26 18:22:52
569,4,9965,2011-06-27 20:33:53
570,37,78681,2012-02-02 23:22:36
571,10,22508,2017-05-25 15:38:32
572,20,41300,2019-05-08 16:58:02
573,31,64938,2013-03-21 20:39:47
574,38,81534,2016-12-27 12:02:58
575,2,3433,2019-11-21 09:09:19
576,32,66980,2018-06-27 02:05:13
577,22,45186,2017-04-05 18:40:23
578,41,88640,2017-01-30 07:02:15
579,7,16052,2017-09-01 12:56:59
580,4,7685,2019-10-04 18:28:16
581,48,102756,2020-01-03 22:20:03
582,4,8351,2014-11-26 23:32:07
583,48,101296,2020-01-14 09:35:05
584,34,70569,2016-06-15 02:33:47
585,10,22953,2015-04-02 03:55:28
586,41,89067,2017-01-25 09:15:02
587,33,68780,2019-11-12 16:00:40
588,36,73918,2018-02-01 23:45:19
589,49,104023,2019-07-23 20:31:00
590,37,76832,2017-06-09 16:47:29
591,48,99987,2020-01-22 01:35:34
592,14,31220,2013-07-07 17:31:58
593,13,26811,2019-10-27 11:22:25
594,8,17719,2018-04-23 17:56:21
595,36,74616,2013-11-01 13:21:38
596,2,5072,2019-06-15 20:21:58
597,13,27350,2019-09-09 15:17:42
598,27,55906,2019-01-23 16:25:21
599,29,60395,2018-10-12 00:05:12
600,10,22245,2017-10-14 02:22:07
601,27,57400,2017-03-22 12:17:24
602,34,69701,2019-05-17 18:39:55
603,38,80993,2017-05-15 21:12:06
604,18,36896,2019-06-13 22:57:55
605,2,3122,2019-12-24 15:29:14
606,30,62849,2016-03-24 05:59:57
607,1,1152,2019-11-12 12:30:51
608,6,13926,2017-12-05 02:30:45
609,37,76882,2017-04-19 21:56:48
610,42,90909,2018-08-10 10:22:01
611,1,1288,2019-11-04 15:45:18
612,38,81151,2017-04-03 17:30:13
613,46,95334,2020-01-06 21:19:57
614,21,42126,2020-01-21 17:58:54
615,48,102243,2020-01-07 19:33:13
616,23,46488,2020-01-08 02:21:44
617,41,87652,2017-11-06 12:50:12
618,17,34620,2018-10-26 16:32:39
619,2,5128,2019-06-12 14:55:52
620,24,51498,2019-03-31 17:17:46
621,27,56798,2018-01-29 18:38:02
622,38,81329,2017-02-21 00:45:05
623,28,58450,2018-02-13 10:46:36
624,43,91781,2019-08-30 08:21:52
625,48,102023,2020-01-09 07:02:56
626,31,63711,2018-08-02 11:40:24
627,34,71558,2014-05-08 02:54:01
628,6,12963,2019-07-02 11:54:58
629,8,17554,2018-06-11 12:43:29
630,39,83695,2012-09-27 19:53:20
631,37,76576,2018-04-26 18:03:23
632,40,85316,2015-09-21 20:50:39
633,18,37744,2019-02-26 18:18:48
634,39,82899,2014-11-02 23:23:27
635,35,72254,2019-10-12 00:12:07
636,21,44499,2019-12-20 09:20:03
637,25,52794,2018-01-29 16:17:21
638,30,62169,2019-03-26 12:59:07
639,3,7419,2018-11-29 17:41:52
640,45,94970,2013-12-03 18:56:04
641,41,88053,2017-07-16 17:39:27
642,24,51397,2019-04-06 15:48:51
643,15,32407,2019-12-06 23:39:16
644,8,17376,2018-08-10 11:41:18
645,34,71450,2014-05-08 03:00:35
646,6,14594,2016-10-24 19:13:29
647,4,8798,2013-12-05 14:50:01
648,28,58367,2018-04-20 21:48:24
649,41,88501,2017-01-31 10:00:45
650,49,103324,2019-11-04 13:50:41
651,17,33809,2019-07-10 21:03:25
652,24,50073,2019-09-10 22:11:12
653,13,28956,2019-03-21 16:09:25
654,25,52479,2018-04-21 16:16:41
655,42,90804,2018-09-09 12:01:03
656,36,75266,2013-01-21 14:53:30
657,5,10697,2018-01-05 03:18:50
658,33,68606,2019-11-21 03:00:55
659,17,34374,2019-01-02 21:06:49
660,1,2794,2019-08-04 19:56:50
661,4,9645,2012-02-12 00:30:42
662,17,34741,2018-09-30 03:52:58
663,22,45724,2015-10-22 00:59:40
664,26,54239,2016-10-19 22:47:55
665,4,8138,2015-06-27 20:37:20
666,33,68302,2019-12-07 03:00:32
667,49,103483,2019-10-14 21:15:07
668,39,83294,2013-09-15 17:40:40
669,3,5997,2019-10-31 07:35:12
670,32,67368,2017-10-16 01:24:53
671,6,14722,2015-11-06 16:02:33
672,8,17982,2018-02-22 09:35:47
673,28,59951,2014-01-12 00:10:34
674,40,85127,2015-11-20 22:16:11
675,10,22578,2016-11-29 22:59:31
676,27,57270,2017-05-11 16:41:21
677,18,37934,2019-02-06 01:51:07
678,26,53713,2018-03-08 22:06:58
679,5,12500,2012-05-22 07:24:10
680,32,65609,2019-09-09 15:09:48
681,2,2810,2020-01-22 21:21:09
682,33,69496,2019-10-08 14:01:38
683,11,24280,2011-05-10 01:32:19
684,8,18291,2017-12-06 09:35:07
685,19,40021,2015-08-21 21:36:53
686,9,18916,2018-11-30 18:17:14
687,37,78707,2012-01-16 22:46:38
688,47,99705,2016-09-11 03:44:13
689,3,6434,2019-03-31 18:44:02
690,40,86600,2014-11-10 21:11:01
691,24,49956,2019-09-18 21:26:53
692,17,35272,2018-06-23 07:08:44
693,17,34866,2018-09-16 16:46:32
694,8,18512,2017-10-23 18:20:59
695,3,7007,2019-01-24 20:20:18
696,33,67637,2020-01-12 03:18:50
697,21,43080,2020-01-09 04:40:07
698,13,27034,2019-10-02 16:21:57
